State,District,Avg_Temp,Min_Temp,Max_Temp,Avg_Precipitation,Wind_Speed,pH,Clay,Sand,Silt,Yield_per_Ha
Abia,Mgboko Abia,26.30233836,22.15872407,30.44802114,194.3958333,1.503953129,5.4,25.16666667,66.16666667,8.833333333,1.4088226769366108
Abia,Mgboko-Amiri Abia,26.35233827,22.23372404,30.46468775,199.6875,1.537770838,5.6,23.0,64.0,10.66666667,1.4088226769366108
Abia,Mgboko-Out-Ngwa Abia,26.35025497,22.22747409,30.47302115,197.4791667,1.545276036,5.433333333,24.0,61.0,12.83333333,1.4088226769366108
Abia,Ndiaka Abia,26.22127609,22.06579685,30.37531261,186.25,1.545276036,5.433333333,24.0,61.0,12.83333333,1.4088226769366108
Abia,Ntigha Uzor Abia,26.22127609,22.06579685,30.37531261,186.25,1.545276036,5.433333333,24.0,61.0,12.83333333,1.4088226769366108
Abia,Abiriba Abia,26.45813541,22.25268233,30.66752613,175.625,1.503953129,5.4,25.16666667,66.16666667,8.833333333,1.4088226769366108
Abia,Ama-Asato Abia,26.17335947,21.99704683,30.35031259,183.1666667,1.503953129,5.4,25.16666667,66.16666667,8.833333333,1.4088226769366108
Abia,Amangwu Ohafia Abia,26.66164061,22.4690938,30.85988021,174.6041667,1.563380202,5.45,24.5,68.16666667,10.16666667,1.4088226769366108
Abia,Amavo Abia,26.22396338,22.05258843,30.39489611,189.4583333,1.503953129,5.4,25.16666667,66.16666667,8.833333333,1.4088226769366108
Abia,Aro-Ngwa Abia,26.35820314,22.21767716,30.49901565,186.9375,1.597265621,5.666666667,24.33333333,70.66666667,8.833333333,1.4088226769366108
Abia,Ebem Ohafia Abia,26.50478633,22.284875,30.72251046,180.6666667,1.505520838,5.45,25.0,59.83333333,14.0,1.4088226769366108
Abia,Isiama Ohafia Abia,26.43176027,22.24057818,30.62944269,178.6458333,1.494109375,5.933333333,23.66666667,67.83333333,10.5,1.4088226769366108
Abia,Nkporo Abia,26.65594784,22.41816155,30.89663017,173.6041667,1.559921873,5.933333333,25.5,66.33333333,13.5,1.4088226769366108
Abia,Nbem-Ohafia Abia,26.56728637,22.32445832,30.81209373,177.0625,1.596796873,5.75,26.16666667,68.5,11.83333333,1.4088226769366108
Abia,Nkporo Abia,26.7121979,22.48691158,30.9403801,172.3125,1.576213534,5.866666667,25.33333333,62.83333333,17.5,1.4088226769366108
Abia,Ohafor Ohafia Abia,26.57761439,22.35891148,30.79721336,178.4166667,1.559921873,5.933333333,25.5,66.33333333,13.5,1.4088226769366108
Abia,Okon-Aku Ohafia Abia,26.67419779,22.4736615,30.8773799,176.9791667,1.576213534,5.866666667,25.33333333,62.83333333,17.5,1.4088226769366108
Abia,Ona-Ohafia Abia,26.55103132,22.37566134,30.72275508,179.7083333,1.554395817,5.933333333,29.5,57.33333333,17.33333333,1.4088226769366108
Abia,Oso-Akwa Abia,26.32752609,22.1407969,30.51489576,181.8125,1.576979151,5.533333333,24.5,64.5,13.0,1.4088226769366108
Abia,Umun-Neise Abia,26.28646334,22.10950526,30.45947933,189.1666667,1.574812485,5.45,23.5,64.0,12.83333333,1.4088226769366108
Abia,Amaitoli Abia,26.38088008,22.1752551,30.58147919,188.8333333,1.554395817,5.933333333,29.5,57.33333333,17.33333333,1.4088226769366108
Abia,Aro-Ngwa Abia,26.19570315,22.05934378,30.3302658,188.7291667,1.503953129,5.4,25.16666667,66.16666667,8.833333333,1.4088226769366108
Abia,Okpu-Umuobo Abia,26.25036967,22.11642718,30.3846825,191.4583333,1.525020838,5.966666667,23.83333333,66.33333333,9.5,1.4088226769366108
Abia,Okupu-Umuobo Abia,26.26078638,22.12892715,30.38884914,191.5,1.518187501,5.733333333,25.33333333,69.5,8.0,1.4088226769366108
Abia,Oso-Okwa Abia,26.22486973,22.10309379,30.34693241,190.6666667,1.494109375,5.933333333,23.66666667,67.83333333,10.5,1.4088226769366108
Abia,Umunneise Abia,26.31771334,22.14492186,30.49281264,191.9791667,1.497859379,5.766666667,22.5,67.33333333,7.833333333,1.4088226769366108
Abia,Uratta Abia,26.45755228,22.25464078,30.66862496,197.3125,1.497859379,5.766666667,22.5,67.33333333,7.833333333,1.4088226769366108
Abia,Ugwuna-Gbo Abia,26.30388538,22.21988018,30.38750518,211.5416667,1.487859374,5.85,24.16666667,65.0,10.5,1.4088226769366108
Abia,Ugwu-Nagbo Abia,26.31221871,22.2157135,30.41042185,212.0,1.525020838,5.966666667,23.83333333,66.33333333,9.5,1.4088226769366108
Abia,Abayi Abia,26.60054688,22.34641147,30.8603334,197.9166667,1.554130212,5.583333333,25.66666667,51.83333333,15.33333333,1.4088226769366108
Abia,Akuma-Imo Abia,26.35019259,22.24184891,30.4595002,205.3125,1.648171867,5.35,25.0,61.66666667,12.16666667,1.4088226769366108
Abia,Ala-Ukwu Abia,26.20877608,22.06371347,30.35447931,190.2083333,1.648171867,5.35,25.0,61.66666667,12.16666667,1.4088226769366108
Abia,Azumini Abia,26.48260419,22.36977609,30.58920304,215.7083333,1.605942697,5.633333333,23.33333333,49.66666667,16.16666667,1.4088226769366108
Abia,Ibeme Abia,26.35060406,22.28206241,30.41471362,204.0208334,1.538192705,5.583333333,22.33333333,64.16666667,10.33333333,1.4088226769366108
Abia,Ikwueke Abia,26.36341679,22.29990101,30.42709883,217.3125,1.503953129,5.4,25.16666667,66.16666667,8.833333333,1.4088226769366108
Abia,Ikwuorie Abia,26.36670828,22.30704697,30.42474485,221.4375,1.614208336,5.8,21.5,66.16666667,7.166666667,1.4088226769366108
Abia,Ikwu-Orie Abia,26.34795821,22.27371355,30.41849482,217.1666667,1.537770838,5.6,23.0,64.0,10.66666667,1.4088226769366108
Abia,Ikwuo-Rieator Abia,26.26085949,22.13038024,30.38572915,194.7708333,1.604208333,5.5,29.16666667,53.16666667,12.66666667,1.4088226769366108
Abia,Ntigha Uzor Abia,26.22752611,22.07829686,30.38156247,192.6666667,1.616125003,5.7,22.33333333,68.0,8.833333333,1.4088226769366108
Abia,Obohia Abia,26.21100525,22.07883847,30.34822917,194.0,1.616125003,5.7,22.33333333,68.0,8.833333333,1.4088226769366108
Abia,Ohuru Abia,26.29137488,22.19704684,30.38899494,211.6875,1.503953129,5.4,25.16666667,66.16666667,8.833333333,1.4088226769366108
Abia,Umuigbube-Achara Abia,26.17335947,21.99704683,30.35031259,183.1666667,1.503953129,5.4,25.16666667,66.16666667,8.833333333,1.4088226769366108
Abia,Umuihu Eze 11 Abia,26.17960942,22.01371352,30.33781254,184.2291667,1.495869796,5.5,22.33333333,65.83333333,9.333333333,1.4088226769366108
Abia,Umuihu Eze 12 Abia,26.22335939,22.07829686,30.36489598,192.25,1.623125007,5.6,26.83333333,62.16666667,11.16666667,1.4088226769366108
Abia,Umuihu Eze 13 Abia,26.17335947,21.99704683,30.35031259,183.1666667,1.503953129,5.4,25.16666667,66.16666667,8.833333333,1.4088226769366108
Abia,Umuihueze II Abia,26.17335947,21.99704683,30.35031259,183.1666667,1.503953129,5.4,25.16666667,66.16666667,8.833333333,1.4088226769366108
Abia,Asa South Abia,26.27771866,22.13699476,30.4243544,199.4375,1.503953129,5.4,25.16666667,66.16666667,8.833333333,1.4088226769366108
Abia,Asa-North Abia,26.31788548,22.13655734,30.50287513,194.9791667,1.503953129,5.4,25.16666667,66.16666667,8.833333333,1.4088226769366108
Abia,Ipu-East Abia,26.30251046,22.17077609,30.43142184,209.5625,1.503953129,5.4,25.16666667,66.16666667,8.833333333,1.4088226769366108
Abia,Ipu-South Abia,26.39494804,22.29850531,30.48879655,221.8333333,1.58154687,5.35,25.33333333,65.5,10.16666667,1.4088226769366108
Abia,Ipu-West Abia,26.39851054,22.25827615,30.53250508,215.1458334,1.563546881,5.6,27.5,65.5,10.83333333,1.4088226769366108
Abia,Obokwe Abia,26.34238529,22.21324488,30.4715209,206.3541667,1.670005207,5.466666667,27.33333333,62.83333333,10.83333333,1.4088226769366108
Abia,Ozar Ukwu Abia,26.25877615,22.09704689,30.42739582,193.5416667,1.703588538,5.433333333,29.33333333,56.66666667,9.166666667,1.4088226769366108
Abia,Ozar West Abia,26.41619806,22.31842212,30.52296337,225.6666667,1.702088522,5.283333333,25.5,60.33333333,8.5,1.4088226769366108
Abia,Alokp-Anta Abia,26.60092711,22.32119787,30.87520826,173.2708333,1.572463545,5.366666667,29.0,58.5,14.33333333,1.4088226769366108
Abia,Isuochi Abia,26.1158855,21.8212812,30.41224996,169.8333334,1.503953129,5.4,25.16666667,66.16666667,8.833333333,1.4088226769366108
Abia,Nneato Abia,26.24210946,22.09288021,30.39822912,193.5,1.686088534,5.25,28.16666667,63.16666667,10.33333333,1.4088226769366108
Abia,Umuch-Ileze Abia,26.6738439,22.3559479,30.99120839,163.625,1.488328119,6.083333333,23.66666667,65.83333333,10.83333333,1.4088226769366108
Abuja,Abaji Abuja,27.41306778,22.4499168,32.37332829,100.125,1.653369779,5.95,18.83333333,60.83333333,12.33333333,1.0552692843629643
Abuja,Yaba Abuja,27.67315094,22.67158338,32.67503659,99.0625,1.646343743,5.866666667,17.0,62.83333333,18.0,1.0552692843629643
Abuja,Garki Abuja,26.51091679,21.11245831,31.90807299,113.2916667,1.822864572,5.583333333,27.83333333,53.0,22.0,1.0552692843629643
Abuja,Gui Abuja,27.12811474,21.79265106,32.45840613,107.3958333,1.758062499,5.666666667,15.83333333,59.0,22.83333333,1.0552692843629643
Abuja,Gwagwa Abuja,26.8938125,21.49350004,32.28709885,109.9166667,1.76866666,5.733333333,18.33333333,57.33333333,19.66666667,1.0552692843629643
Abuja,Gwarinpa Abuja,26.3417083,20.99797916,31.68884369,114.2291667,1.763281246,5.75,20.33333333,55.66666667,21.33333333,1.0552692843629643
Abuja,Jiwa Abuja,26.90631251,21.50600008,32.30584884,109.75,1.770749986,5.65,20.5,58.66666667,21.5,1.0552692843629643
Abuja,Kabusa Abuja,26.41323447,21.24149998,31.58518764,110.4166667,1.811937504,5.9,27.5,47.33333333,23.33333333,1.0552692843629643
Abuja,Karshi Abuja,26.4325312,21.37570835,31.48939053,111.6666667,1.795328118,5.816666667,19.16666667,55.5,21.16666667,1.0552692843629643
Abuja,Karu Abuja,26.41540106,21.0525521,31.7764167,114.25,1.840078113,5.9,25.0,54.16666667,21.83333333,1.0552692843629643
Abuja,Nyanya Abuja,26.95736468,21.54680193,32.37130185,113.2291667,1.818328108,5.633333333,18.16666667,57.0,21.33333333,1.0552692843629643
Abuja,Orozo Abuja,26.28263549,21.14933876,31.41121884,113.0208333,1.825604151,5.6,16.83333333,58.16666667,20.5,1.0552692843629643
Abuja,Bwari Abuja,25.58706776,20.226849,30.94609908,113.4583333,1.866812488,5.766666667,20.83333333,58.33333333,19.16666667,1.0552692843629643
Abuja,Gwagwalada Abuja,27.73914071,22.46754694,33.01563557,104.125,1.730765621,5.7,16.0,63.16666667,17.33333333,1.0552692843629643
Abuja,Kuje Abuja,27.08105199,21.81796348,32.34538531,107.1458333,1.751895833,5.95,15.5,62.83333333,18.66666667,1.0552692843629643
Abuja,Rubochi Abuja,26.83120831,21.96757814,31.70223939,103.8958334,1.654614598,5.65,18.66666667,63.83333333,14.33333333,1.0552692843629643
Abuja,Ashara Abuja,27.55958327,22.56155733,32.56034891,99.85416667,1.672364585,5.983333333,21.16666667,59.66666667,17.83333333,1.0552692843629643
Abuja,Dafa Abuja,27.63806772,22.66498971,32.61316657,100.7916667,1.67813542,5.816666667,20.66666667,58.83333333,19.33333333,1.0552692843629643
Abuja,Gumbo Abuja,27.55267179,22.55715613,32.55239586,101.9583334,1.653802082,5.75,18.5,61.33333333,16.5,1.0552692843629643
Abuja,Kwali Abuja,27.65714069,22.43829695,32.87517711,103.9375,1.726598951,5.983333333,14.66666667,63.83333333,17.5,1.0552692843629643
Abuja,Pai Abuja,27.77307296,22.61202594,32.93645831,102.25,1.701468756,5.666666667,12.66666667,64.33333333,17.33333333,1.0552692843629643
Abuja,Wako Abuja,27.34591663,22.44851566,32.2449323,101.4791667,1.646114585,6.083333333,21.16666667,55.16666667,19.83333333,1.0552692843629643
Abuja,Yangoji Abuja,27.44209369,22.40260943,32.48682308,104.3333334,1.679614589,5.883333333,15.5,56.66666667,18.33333333,1.0552692843629643
Abuja,Yebu Abuja,27.20833333,22.38555722,32.03240629,102.7916667,1.682114591,5.916666667,20.16666667,59.16666667,18.66666667,1.0552692843629643
AkwaIbom,Abak Urban Akwa Ibom,26.44564589,22.42954179,30.46732299,207.2083333,1.513281254,5.416666667,21.5,63.66666667,12.16666667,1.2655525529851184
AkwaIbom,Afaha Obong Akwa Ibom,26.39981254,22.39029173,30.40232289,205.3958334,1.478864586,5.116666667,22.16666667,66.16666667,10.16666667,1.2655525529851184
AkwaIbom,Ediene Akwa Ibom,26.41457816,22.31344267,30.51259884,194.3333333,1.376479175,5.366666667,21.5,66.66666667,12.0,1.2655525529851184
AkwaIbom,Midim Akwa Ibom,26.4232918,22.42543765,30.42817704,207.5625,1.505447922,5.183333333,21.0,67.16666667,8.666666667,1.2655525529851184
AkwaIbom,Otoro Akwa Ibom,26.44564589,22.42954179,30.46732299,207.2083333,1.513281254,5.366666667,21.33333333,67.33333333,11.33333333,1.2655525529851184
AkwaIbom,Iko Akwa Ibom,26.59489771,22.9082172,30.28708665,271.8958333,2.264619058,5.516666667,26.16666667,46.0,20.16666667,1.2655525529851184
AkwaIbom,Okoroete Akwa Ibom,26.59489771,22.9082172,30.28708665,271.8958333,2.264619058,5.333333333,24.5,57.66666667,14.66666667,1.2655525529851184
AkwaIbom,Afaha Clan Akwa Ibom,26.51104705,22.54934378,30.47185946,222.9583333,1.653979165,5.133333333,21.83333333,69.33333333,7.166666667,1.2655525529851184
AkwaIbom,Eket Offiong Clan Akwa Ibom,26.69110171,22.8898418,30.49819533,256.25,2.232860667,5.883333333,23.16666667,55.16666667,13.83333333,1.2655525529851184
AkwaIbom,Idua Clan Akwa Ibom,26.69110171,22.8898418,30.49819533,256.25,2.232860667,5.883333333,23.16666667,55.16666667,13.83333333,1.2655525529851184
AkwaIbom,Okon Clan Akwa Ibom,26.51104705,22.54934378,30.47185946,222.9583333,1.653979165,5.133333333,21.83333333,69.33333333,7.166666667,1.2655525529851184
AkwaIbom,Eke Afaha Clan Akwa Ibom,26.38968746,22.3046875,30.46958864,200.3958333,1.455229167,5.233333333,23.0,65.16666667,10.5,1.2655525529851184
AkwaIbom,Eket Offing Clan Akwa Ibom,26.69110171,22.8898418,30.49819533,256.25,2.232860667,5.883333333,23.16666667,55.16666667,13.83333333,1.2655525529851184
AkwaIbom,Adiasim Akwa Ibom,26.40804183,22.39435423,30.41742718,204.8541667,1.470531252,5.333333333,20.66666667,61.66666667,10.5,1.2655525529851184
AkwaIbom,Afaha Clan Akwa Ibom,26.51104705,22.54934378,30.47185946,222.9583333,1.653979165,5.133333333,21.83333333,69.33333333,7.166666667,1.2655525529851184
AkwaIbom,Ekpen Yongatai Clan Akwa Ibom,26.51104705,22.54934378,30.47185946,222.9583333,1.653979165,5.133333333,21.83333333,69.33333333,7.166666667,1.2655525529851184
AkwaIbom,Ikpe Annang Akwa Ibom,26.37347921,22.33683344,30.4049271,201.6875,1.453031255,5.133333333,19.66666667,68.5,8.166666667,1.2655525529851184
AkwaIbom,Odoro Ikot Akwa Ibom,26.30824967,22.21774995,30.39856791,198.7708333,1.451812501,5.716666667,24.66666667,61.5,12.33333333,1.2655525529851184
AkwaIbom,Okon Clan Akwa Ibom,26.51104705,22.54934378,30.47185946,222.9583333,1.653979165,5.133333333,21.83333333,69.33333333,7.166666667,1.2655525529851184
AkwaIbom,Ukana East Akwa Ibom,26.39908349,22.35852099,30.43215641,201.5625,1.448197919,5.366666667,19.83333333,62.5,10.66666667,1.2655525529851184
AkwaIbom,Ukana west Clan Akwa Ibom,26.51104705,22.54934378,30.47185946,222.9583333,1.653979165,5.133333333,21.83333333,69.33333333,7.166666667,1.2655525529851184
AkwaIbom,Ikono Akwa Ibom,26.4306616,22.32802606,30.52976549,195.1875,1.388062513,5.116666667,21.0,68.83333333,9.5,1.2655525529851184
AkwaIbom,Obong Akwa Ibom,26.4277345,22.43309919,30.43221358,221.4791667,1.624572918,5.3,23.16666667,66.5,9.0,1.2655525529851184
AkwaIbom,Uruk Akwa Ibom,26.40854689,22.44011995,30.38544265,217.7708333,1.601822923,5.266666667,22.16666667,66.16666667,9.333333333,1.2655525529851184
AkwaIbom,Utu Etim Akwa Ibom,26.4277345,22.43518253,30.4280469,221.625,1.626656249,5.483333333,20.66666667,60.0,14.66666667,1.2655525529851184
AkwaIbom,Etinan Urban Akwa Ibom,26.53229702,22.58059374,30.47702611,226.1041667,1.687895829,5.333333333,20.66666667,69.0,8.333333333,1.2655525529851184
AkwaIbom,Northern Iman Akwa Ibom,26.50154686,22.48823977,30.51229696,217.0416667,1.60739583,5.266666667,24.33333333,69.83333333,7.5,1.2655525529851184
AkwaIbom,Southern Iman Akwa Ibom,26.55724474,22.65070828,30.46315634,243.8541667,1.895031251,5.116666667,25.5,69.0,10.0,1.2655525529851184
AkwaIbom,Ibeno Clan Akwa Ibom,26.22736283,22.69238437,29.74531126,244.6458333,2.243343915,5.25,28.33333333,53.33333333,12.66666667,1.2655525529851184
AkwaIbom,Asutan Epe Akwa Ibom,26.51104705,22.54934378,30.47185946,222.9583333,1.653979165,5.133333333,21.83333333,69.33333333,7.166666667,1.2655525529851184
AkwaIbom,Ibesikpo Akwa Ibom,26.50850527,22.47153143,30.53333859,218.7083333,1.604229172,5.283333333,20.16666667,66.83333333,12.0,1.2655525529851184
AkwaIbom,Ibiono (Southern) Akwa Ibom,26.45746354,22.43361466,30.48089075,202.4583333,1.436239584,5.3,19.83333333,70.66666667,8.5,1.2655525529851184
AkwaIbom,Ibiono I Akwa Ibom,26.44875006,22.40038546,30.49854195,196.4791667,1.397552093,5.483333333,23.5,68.66666667,9.5,1.2655525529851184
AkwaIbom,Ibiono II Akwa Ibom,26.44875006,22.40038546,30.49854195,196.4791667,1.397552093,5.483333333,23.5,68.66666667,9.5,1.2655525529851184
AkwaIbom,Ibiono III Akwa Ibom,26.44875006,22.40038546,30.49854195,196.4791667,1.397552093,5.483333333,23.5,68.66666667,9.5,1.2655525529851184
AkwaIbom,Ibiono III Central Akwa Ibom,26.44458342,22.39621882,30.49854195,196.25,1.385052093,5.233333333,20.66666667,66.83333333,9.5,1.2655525529851184
AkwaIbom,Ikpanya Akwa Ibom,26.63157821,22.53715106,30.72836447,187.0,1.30899999,5.1,23.0,56.66666667,16.16666667,1.2655525529851184
AkwaIbom,Achan Ika Akwa Ibom,26.37079151,22.36133321,30.38258863,207.2708334,1.492645838,5.2,24.66666667,68.0,7.666666667,1.2655525529851184
AkwaIbom,Ika Annang Akwa Ibom,26.34427074,22.31906247,30.36954701,207.8958334,1.488979171,5.333333333,24.66666667,67.33333333,10.0,1.2655525529851184
